# ＠データ２（６０分）
# ＠収集年月日：２００１年１０月１６日
# ＠場所：ファミリーレストランガスト
# ＠参加者F107：女性３０代後半、愛知県幡豆郡出身、愛知県幡豆郡在住
# ＠参加者F023：女性４０代後半、岐阜県出身、愛知県幡豆郡在住
# ＠参加者F128：女性２０代前半、愛知県西尾市出身、同市在住
# ＠参加者の関係：英会話教室の友人
# ％ｃｏｍ：F023は出身地に２６歳まで居住。
F107	あのー、ポリスがいっぱいいて、そこでなんていうの、反対の人がなんか２人だけ、２人ぐらいでなんか、なんか言ってたよね。
F023	言ってたね。
F023	うん。
F023	（ふーん）
F107	反発の、あのー、なに、その、攻撃を反対する人が２人くらいいて、デモじゃないけど、なんか抗議みたいなことをしてた。
F107	（ふーん）
F023	遠目から見たんだけど、道路のこっち側から見たんだけど、その、あのー、首相官邸みたいな方と、あの、前玄関にシークレットポリスみたいな人が何人かずっと立ってたよ。
F023	（ふーん）
F107	だってさあ、あれだって背広着て、何だあの人たち警官＊感覚＊じゃないよねって。
F107	だからねえ、なんか、そういうところはちょっと、だからロンドン市内はやっぱりちょっとピリピリしてた。
F107	だけど、その＊すとーんこんとねーど＊とかチェスターとかウィンダミヤとか全然。
F128	あ、そうなんだ。
F107	うん。
F128	あのー、田舎の方は。
F107	もう田舎の方はのんびりしたもん。
F107	（ふーん）て感じかな。
F128	はあ、でもそうなんだねー。
F107	でもロンドンに行くと、わっ、ちょっとこう、あっポリスがいる。
F023	すっごいよくわかるじゃんね。
F023	こんな蛍光のラインがガシガシガシって入ったのを全員が着てるから。
F023	黄色い蛍光ラインだったり、オレンジの蛍光ラインだったり、すぐわかるじゃない。
F128	あ、すぐあああれ警察だってわかるんだ。
F023	でもね、イギリスのポリスってね、銃は持っちゃいかんじゃんね。
F023	じゃあどういう＊＊＊。
F023	こん棒だけなのみたいな。
F128	こん棒だけ？
F023	黒いこん棒みたいなものがぶら下がってるだけなの。
F128	あ、そうか。
F128	銃持っちゃいけないんだ。
F107	ほんでさあ、女の人とかいるじゃん。
F128	女の、あ、だから婦人警官。
F107	婦人警官。
F023	いっぱい。
F023	女の人がいっぱいだったよ。
F107	婦人の人も多いし、ほいでさあ、年寄りの人もいるし、なんか起こってもなんか助けてもらえそうになくて。
F107	何だろうねみたいな。
F128	＜笑い＞頼りないんだ。
F107	頼り、だからなんか、アメリカってさあ、なんか体がでかくて、なんかすごいマッチョって感じがするじゃん。
F128	なんかイメージはこんな感じだね。
F128	＜笑い＞
F107	なんかそういう感じがないじゃんね。
F107	ピストルも持ってないし。
F107	（うん、うん、うん、うん）
F107	だから一応ポリスっていうだけで緊張するけど、もし何か起こったら助けてもらえるんだろうかっていう。
F128	ふーん。
F128	心配。
F128	ちょっと怖いね。
F107	うん。
F107	感じ。
F023	でもまあ、あれは警戒要員がいっぱいいるから、動員されてもうみんなみんな、女の人たちもみんなみんな出てた。
F128	みんなかき集められてって感じ。
F023	そう。
F023	地下鉄の中でも乗ってたもんね。
F023	駅にもいるし。
F023	中にも乗ってたりして。
F023	（へー）
F107	でも私、あんなにたくさんのポリス見たことないもん。
F128	でもそういうなんかさあ、イギリスは次にねらわれるとかさあ、そういう情報が流れてたのかもしれない。
F128	裏にね。
F107	あ、もうそんなの流れてた。
F023	最初から。
F128	最初から？
F107	だから、Ａ子、私の友達Ａ子なんだけど、日本大使館に働いてるじゃん。
F107	そいで、どうって電話したら、あのね。
F107	次はイギリスだって言われてるって。
F107	で、そのテロリストのその何かロンドン支局みたいなのがあるから、（あー、あー）だからって。
F107	もう行く前からそれは知ってた、私たちは。
F107	（ふーん）
F107	で、私たちはどうしようかなって言ってて、じゃあもし行く前、もう結局キャンセル料はかかるもんで、聞いたんだわね。
F107	だからキャンセル料かからないって聞いたら、ＨＩＢは全部出てるから、ツアーが、だからお客様の都合になるからキャンセル料はきちんとかけますって。
F107	で、ただ、絶対安全とは言えないけども、まあなるべく早く、セキュリティ・チェックは厳しいから空港に早く行くことと、だけ気をつけてもらえばという感じで、（うーん）外務省からも別に行っちゃいけないとかそういうのは出てないから（出てないから）って言われたじゃんね。
F107	（あー）
F107	だからキャンセル料がかかるって言われたもんで、（うーん）で、F023さんと相談して、（うーん）もし私たちが出る前にアメリカが攻撃を仕掛けたら危ないからやめようと。
F107	（あー）で、ちょっと考えようねって言ったの。
F107	（うーん）
F107	で、だけどもし仕掛けなかって、このままの状態だったら行こうかって言って、（うーん）見てたけど、このままの状態だったもんでいっちゃったじゃん。
F128	あー、それで行ってる間に。
F107	ほいで行ってる間に、ほいで、その前の前の日ぐらいの日に、ロシアのこう飛行機があの黒海に落ちたでしょう。
F023	あー、落ちた、落ちた。
F107	あたし、それを見て、F023さん、F128、なんか、なんかなんかテロが始まったかもしれん。
F107	飛行機が落ちたーとかと言って。
F023	何かあったよって言って、アクシデントだとかなんだかとかって言ってるけどって言って。
F107	で、おふろに入ってて私が、そうやってそうだったよとか言って、で、F023さんがシャワーを浴びているときに見てたら、ロシアの飛行機だ。
F107	あ、ロシアだから大丈夫なんじゃないのなんて言ってて。
F107	そこで一回だけドキッとしただけで、あとはもう全然、そのニュースを見てないもん、知らんかったじゃんね。
F107	（うーん）
F023	まだまだだわって、こう思って高をくくってて、なんか攻める攻めるのって言いながらずっと攻めてなかったしね。
F023	だからまだまだだわって思って、Ｂに会ってびっくりしたの。
F023	知ってるっとか言われて、はっとかって言って。
F107	知らないよって。
F107	何がとか言って。
F107	（うんうん）
F128	ねー。
F128	あれでしょう。
F128	なんか、タリバンが証拠を見せたら第三国に渡すとか言って、（そう、そう、そう、そう）それを拒否したでしょう。
F128	（そう、そう）あの、ブッシュがね。
F128	明らかに。
F128	でもそれって、ねえ、
F107	もーのすごい強気だよねー。
F128	でいいじゃんそれでって思うんだけど。
F128	とりあえず。
F023	アメリカの裁判所で裁きたい。
F023	（あー）
F023	第三国は嫌だとか。
F107	もういいかげんにしてよと思うから、せっかくさあ、苦労してさあ、航空券買ってさあ、私なんか苦労して有給まで取ったのにさあ、ちょっといいかげんにしてよっていう感じ。
F128	行けんくなったらね、ちょっとねえ。
F107	ちょっと怒れちゃうでしょう。
F107	（うん、うん）
F107	だなもんで、でもさあ、ちょっと今現在はちょっと怖いじゃん。
F107	何が起こるかわからんから。
F107	（怖いねえ）
F107	で、なんか起こったらどうするねって感じ。
F128	そう。
F128	どうしよう。
F128	＜笑い＞ていうか、だってここ日本にいたって別に安全なわけじゃないけどさ。
F128	＊＊＊。
F128	ちゃ、でもＣ、今たぶんね、なんかね、１０月に友達が結婚するからアメリカの本土の方に行くって言ってて。
F107	大丈夫なの？
F128	わかんない。
F128	で、今、たぶんね、前、メー、メールしたけど返事がなくって、今、ちょうど今、行ってるんじゃないかなと思うから、じゃ話を聞こうかなと思って。
F128	不安だから。
F128	でもさあ、ど、そういうのってどうやってさあ、なんかすごい聞きにくいと思うんだけど、どうやって聞いたらいいか。
F128	ハワイはどうって？
F107	別にいいんじゃない。
F107	なんか私たちはテロのことがやっぱすごく心配なんだけどー、ハワイってどんな感、どんな感じでいいんじゃない。
F107	全然いいと思うよ。
F107	何でもＯＫ。
F128	全然ＯＫ？
F023	ほら、炭疽病の（そー）（そう、そう）白い粉。
F128	やーねー。
F128	白い粉ねー。
F107	怖いでしょう。
F023	やっぱりさあ、航空便の郵便、あれが全部ものすごい厳しくなるんじゃない。
F023	（うーん）あれちょっとやそっとで着かなくなると思うよ。
F023	もう。
F107	じゃ普通のポストカードはたぶんいいと思うんだけど、封筒便はだめ。
F023	うん。
F023	そう、そう、そう。
F023	小包とか封筒で何か中に入ってる感じのやつはきっとだめだよ。
F128	だよね。
F128	今でも遅れてるみたいだけど。
F023	そう。
F023	遅れちゃうと思うよ。
F107	私の友達がテロが起こってから私に出してくれたポストカードがもう全然着かんかったもん。
F107	着いたって、そ、着いてない。
F107	えっ何がだって。
F128	だって止まってた。
F128	なんか航空便止まってたんじゃない。
F107	うん。
F107	一時止まってたと思う。
F107	だからまあそんな感じで、すごいそういうところがあったもんで、次はイギリスとか言ってるけど、イギリスじゃないかもしれんしね。
F107	ちょっとあのなんていうの。
F107	フェイントかもしれんしね。
F107	それは。
F107	（うん、うん、うん、うん）イギリスになっても困るし。
F128	でも嫌だ。
F128	もうなんか。
F107	ねえ。
F107	すごい楽しみだったってさあ、困るよね。
F107	それは。
F128	そうね。
F128	聞いてみようかなと思う。
F128	きい、うーん、でもね、どうだろうね。
F023	なんかね、うちのお姉ちゃんが言ったんだけど、あんたらがイギリスに行ってる間の話だから、あの、私もびっくりしたんだけどって言って、保険がもうきかないって言って、あの今回のテロに関する事故に巻き込まれたやつは、もう戦争ってみなしているから、ブッシュがワーだって言ったでしょう。
F023	もう。
F023	だからこれ戦争ってみなしてるから、戦争には保険はきかないんだって。
F023	（あらま）だからテロされた飛行機に乗ってたとしても、その飛行機が落ちてきたやつで街を歩いててけがしたとしても、保険は出ないんだって。
F107	あらまー。
F128	そうなんだ。
F023	そういって言ってたよって言って、うそーって言って、そんなー、保険に入るかいがないじゃんとか言ってさあ。
F128	え、どんな保険もきかないってこと。
F023	そうみたい。
F128	へー、そんなことがあるんだ。
F128	戦争は保険きかない。
F023	戦争は保険きかないんだって。
F023	だからもう戦争＊＊＊だよね。
F107	戦争に保険がきいちゃったらさあ、保険会社大赤字だよね。
F128	そうだよね。
F023	もうみんなつぶれちゃうよね。
F023	（うーん）だから今、戦争以外のアクシデントならたぶんきくだんろうけど、そのテロに巻き込まれたっていうのは、もう何にももらえないみたいだよ。
F023	＊＊＊って言って。
F107	もうちょっと様子見るしかないねー。
F107	まあF128の場合はもう買っちゃったんだしね。
F128	うん。
F128	もうどうせキャンセル料は出るし、どうせ。
F107	うん。
F107	出るし。
F107	私はまだ出ないじゃんね。
F107	でも４０日前、でも１１月の中旬ぐらいまでに何とか決めないとね。
F107	（うーん）
F128	でもね、あのー、またさあ、ＪＡＬのホームページで予約、空席調べたけど、４日の日はやっぱりねみんなキャンセルしてないみたいで、普通に埋まってた。
F107	というかね、まだキャンセルしないんだ。
F107	キャンセル料がかからないもんだから。
F128	そのうちだよね。
F128	ギリギリになったらダーとやめるんだよ。
F023	絶対キャンセル出ると思うよ。
F023	こんな。
F023	だって飛行機に乗るなとかさ、高層ビルに近づくなとかさあ、言ってんだよー。
F023	ただの脅しにしたってさあ。
F128	えー、やだなー。
F128	ちょっとそれは乗れんかもしれん。
F128	こわーい。
F023	でしょ。
F023	ただの脅しにしたとしてもさ、すっごい怖いじゃーん。
F023	嫌だとか思うもん。
F023	今、沖縄があがったりなんだって。
F107	うーん。
F107	そう、そう、そう、そう。
F128	沖縄全部キャンセルされてるみたいね。
F128	修学旅行とか。
F023	飛行機乗らないかんじゃん。
F023	沖縄行くのに。
F023	それでみんなね、やーめちゃうんだって。
F128	修学旅行もね。
F023	沖縄がすごいあがったりでね。
F023	ほれ基地があるからさあ、やっぱり危険だってのもあるでしょ。
F023	で、飛行機も乗らないかんし、だもんでなんかみんなやめちゃうもんで、沖縄のあの観光協会みたいなとこが日本政府にあの、なんか何とかしてくれって言って。
F107	何ともできんよね。
F107	日本政府もね。
F023	＊＊＊みたい。
F128	でもねえ、なんか、ちゃ、あのー、いたずらかもしれないんだけど、なんかねえ、今日、ま、Ｄさんとこ行ってきたんだけど、英語の前に。
F128	そしたらＥちゃんの東京の友達が、なんか外国人に道を聞かれて、すごい丁寧に教えてあげたんだって。
F128	そしたらあなたはすごい親切だからいいことを教えてあげる。
F128	あしたの、あしたは、今日のことなんだけど、地下鉄に行っちゃいけないとか言って、あした爆弾テロを起こすから君は乗っちゃいけないとか言って。
F107	いやあ、恐ろしいなー。
F128	でもそれ冗談にしても、その本当にそのそういうそっち系の、アラブ系の人で、そんなこと言われたら怖くなっちゃうじゃん。
F128	で、警察にすぐ行ってそういう話をしたら、その手下、ラディンの手下じゃないけど、その人たちの写真がだあって出されて、その中に人がいたんだって。
F128	その人が。
F107	うそー。
F128	それはだから似てるから、まあ本当かどうかわからない。
F107	あっちの人の顔はさあ似てるもんね。
F128	うーん。
F128	似てるから。
F023	みんなひげ生やして。
F128	うーん。
F128	だから似てるから、そうじゃないかもしれないけど、すごーい。
F023	似てる人がいたということね。
F128	そう。
F128	だから今日何も起こってないけど、起こってないからいいんだけど、今日じゃなくてあしたかもしれんとか思ってさあ、そうすると地下鉄乗れんけどとか思って。
F128	怖いけどとか言って。
F107	東京じゃないの。
F128	そう。
F128	東京なんだけど。
F128	怖いやん。
F107	じゃあいいじゃん。
F107	乗らんから。
F128	いや、でもわからんじゃん。
F128	全国に起こすかもしれんから。
F107	そうだよねー。
F107	怖いね。
F107	どうしよう。
F107	もうちょっと様子見るかね。
F107	どっちみちまだキャンセル料があの、出ないもんで。
F107	もうちょっと様子見ようかな。
F128	４０日前って言った？
F128	１１月の１０日ぐらい。
F107	なもんでさあ、２３日から行くじゃん。
F107	だもんで、これが７、１４。
F128	２１、２８。
F107	２８に、ここが２８日ね。
F128	うん。
F107	それから。
F128	３５。
F107	３５。
F128	うん。
F128	６、７、８、９、１０。
F107	ここか。
F128	うん。
F107	ここだよね。
F128	１１、１２ぐらい。
F107	この辺で結論を出さにゃいかんてこと。
F128	うん、うん、うん、うん。
F128	すぐだね。
F128	１１月１２日。
F128	ひと月。
F107	ほんとだよ。
F107	もうー。
F023	ひと月ない。
F128	ひと月ないよね。
F128	でもとにかく早く戦争終わってくれる、終わってほしいな。
F128	なんかね、すごい嫌だ。
F107	困るね。
F107	でもここまでには終わりそうもないと思わない。
F107	決着はつきそうにないと思う。
F128	終わらないよね。
F023	ビンラディンが出てこないもん。
F023	ビンラディンが出てきて、捕まえるまでやるでしょ。
F023	だぶんブッシュって。
F023	どう＊＊＊してもさあ、ほかのものがさあ。
F128	やめないと言ってたもんね。
F023	最終目標はビンラディンだからさあ。
F128	どうするー。
F023	ビンラディンとっつかまえるまではきっと＊＊＊。
F128	なんででも証拠を見せないの。
F107	証拠はあるとか言ってたよねー。
F128	言ってて見せるって言ってて。
F023	明らかなのはあるとかって言ってたよね。
F107	で、ペーパーで見せるって言って、それは見てないよね。
F128	見せてないもの。
F128	何で見せないの。
F107	ないんじゃないの。
F107	実は。
F128	うーん。
F107	あのさあ、そう、そう、そう。
F107	なんかまたパーティーをやろうという話。
F128	お茶もう、お茶。
F107	あ、いただ、赤いのいただきま。
F128	赤いの。
F107	赤いの。
F128	F023さんは？
F023	私。
F023	私、行くわ。
F023	＜間＞
F023	はいよ。
F128	ありがとう。
F107	でもこれ何回も見ちゃう。
F023	ねえ。
Ｘ	＊＊＊。
F107	で、いつがいいかねえ。
F128	そうだよね。
F128	あんまり遊んでないね。
F107	そうそう。
F107	じゃあ、あれだよね。
F107	だもんで１２月の終わりにはフェアウェル・パーティーをやるからー。
F128	そうか。
F128	１２月の終わりまで。
F107	だから、だからー。
F023	１１月の初めぐらいでどうだって言ってんだけど。
F107	それくらいにやらないと詰まり詰まりになっちゃうよね。
F128	うん、うん、うん、うん。
F023	でも３、４ってさあ、連休なんだよね。
F107	そう。
F107	３、４は連休なんだよね。
F023	だからどっか行く予定とかがだれかがあるんじゃないの。
F023	私はいいんだけど。
F107	だから４か１１ぐらいでどうかなっていう話なんだけど、どうですかねえ。
F128	１１月の３、４。
F107	違う。
F107	違う。
F107	４か１１。
F128	４か１１。
F128	４か１１だったらねえ、まだ何も予定はないから。
F107	あっ本当。
F023	私もとりあえずはいいな。
F107	じゃ、私もいいよ。
F107	別に。
F023	１１のお昼からちょっと３時ぐらいまでだめだから３時以降はだから一応＊＊＊。
F023	４も午後からならいい。
F107	あっそう。
F107	どっちがいい。
F128	ええっとねえ、１２日に発表があるから、私たぶん１１日一生懸命やってるから４日がいいかもしれない。
F023	４日がいい。
F107	じゃあ４日にしとこうか。
F023	私も４日の方が。
F128	４日のな、何時から？
F023	何時がいい？
F023	私ね、午前中ちょっとね、図書館で読み聞かせ会の当番だもんで、午後からなら空いてる。
F107	あ、じゃあさー、あそこ見にいく。
F107	あの＊安城＊のなんとか園。
F023	あっ、じょうざん園。
F107	うん。
F107	じゃ昼ぐらいから、昼ご飯食べたぐらいから出ていって。
F023	うん、うん、うん。
F023	いいよ。
F128	昼ぐらい？
F107	２時とかそのぐらいから出ていって、で、見て。
F023	お茶してー。
F107	お茶してー。
F107	帰って。
F023	帰ってきて、なんか作る。
F107	なんか作る？
F128	あっそうか。
F128	３日は文化の日で休みなんだ。
F107	そう、そう、そう。
F023	そう、そう、そう。
F023	でもＪ＆Ａはあるよね。
F128	Ｊ＆Ａはある。
F107	そう、そう、そう、そう。
F023	だから３日にやろうと思うと、１０時半ぐらいからになっちゃうね。
F023	またね。
F107	そう、そう、そう、そう。
F023	なんかになっちゃうから。
F107	で、一応４日ということでいい、よろしいですか。
F023	はい。
F128	はい。
F128	えっと、＊＊＊朝からで、２７、２８日がなくてって、そっかー、まいっか、３日いちんち働いて＊＊＊４日。
F128	安城じょうざん園に行くって。
F107	うん、どう？
F128	うん。
F128	いいかも。
F023	あそこって月曜休みのはずだから、日曜日ならいいと思うよ。
F128	デンパークもいいかな。
F107	ああデンパークねー。
F128	あっでもじょうざん園も行ったことない。
F023	行ったことなーい？
F107	デンパークはね、あんまり大したことないんだよね。
F023	大したことないよね。
F107	今の時期じゃない方がいいな。
F023	今の時期、特にあんまり花がない。
F107	あまり花がないもん。
F107	もうちょっとね。
F128	それかこうらんけいは。
F107	あ、早くない。
F107	ちょっと。
F023	こうらんけい。
F128	まだ早いかな。
F107	こうらんけいだったらもっと遅い方がいいと思うよ。
F107	２５とか。
F023	私、超混むと思うけど。
F107	あっ、混むね。
F023	すごい渋滞になるんじゃないかな。
F107	もうね、すっごい朝早く行かんとだめだね。
F128	ああ、そうか、そうか、そうか。
F128	だめです。
F128	２５日も＊＊＊すごーい、なんか１１月、１８日行けない。
F023	４日さあ、じゃあさあ、私、えっとー、午前中で終わるもんで、お昼からどっか行く。
F023	じゃお昼食べにいくとかさあ。
F107	あ、何、お昼をどっかに食べにいくってこと。
F023	うん。
F023	お昼どっかで食べて、それから午後何かするとか。
F107	うーん。
F107	何する？
F023	カレー食べちゃおうか。
F023	＜笑い＞
F107	まあ、カレー食べにいくのはいいだけど、何する？
F023	三河工芸。
F128	それか夜、夜ご飯をカレーに＊＊＊。
F128	昼どっかで遊んで遊んであっちに行って。
F023	まあそれもいいかもね。
F023	作ってるとあれだもんね。
F023	結構待たせちゃうもんね。
F023	（うーん）
F023	手伝ってもらうならいいけど。
F107	Ｆに手伝ってもらえばいいんだよ。
F107	あっそうか、ニュージーランド料理作ってもらおうか。
F128	そうだよね。
F128	だってフェアウェルは。
F023	そうだよねー。
F107	でもニュージーランドの何かお菓子なり。
F023	Ｆ、できるかな。
F023	＜笑い＞
F107	できそうにないと思うなー。
F107	（うーん）じ
F107	ゃあ一回聞いてみるか。
F128	早めに言ってあのーレシピを入れ＊＊＊。
F023	ファーストフードばっかり食べてるから。
F023	＜笑い＞
F107	ニュージーランドのなんかティピカル・ニュージーランド。
F128	Ｇちゃんもいるし。
F128	＜笑い＞
F023	あー。
F023	２人で作れって。
F128	Ｇちゃんの方ができそうじゃない。
F023	２人でニュージーランド料理を作れって言って。
F128	メールで入れといてー。
F023	そういやＢがねえ、ぜひこれだけはＨさんに伝えてって言って私たちにすごく強く言ったことがねえ、Ｉ子の料理は絶品だから私はアイ・ミス・ハー・クッキング。
F128	＜笑い＞そうなんだ。
F023	アイ・リアリー・ミス・ハー・クッキングとか言ってね。
F128	ふーん。
F128	そうなんだ。
F107	あとね、シャオの湯。
F128	シャオの湯は最高ね。
F128	＜笑い＞
F107	に入りたいって。
F107	＜笑い＞
F023	１週間に２回行ってたんだって。
F128	＜笑い＞そうなんだ。
F023	珍しいね。
F023	外人さんで銭湯がさあ、そんなに好きなんてさ。
F023	みんな嫌じゃん。
F023	裸になるのってさあ。
F107	＊＊＊すごいＢなんか笑えてさあ、もう会った瞬間からもベラベラベラベラベラって。
F023	全部話してくれるんだよね。
F107	ほいですごいおもしろくて、なんかさあ、台湾の彼とはなんか、あのー、いつでも来いとか言ったから、あのー、クリスマスの日にー朝早く電話をしたら女の人が出たとかさ。
F107	で、切っちゃったとか言ってさー。
F107	そのあと彼とやっとコンタクトが取れて、ほいでもう私はこんなに朝早く台湾でどうしようとか言って、でもイギリスに帰ってきちゃったんだよね。
F107	ほいで。
F128	えっ何、台湾に行ったの？
F023	行ってかけたの？
F107	行ってないのかなあ。
F023	行ってないでしょ。
F023	イギリスでかけたんでしょ。
F107	あっ違う。
F107	行ってないよね。
F107	で、電話をかけたんだ。
F023	そうだよ。
F023	それで途方に暮れて、行くところがなくて途方に暮れちゃったの。
F023	それで。
F023	イギリスから。
F107	そう。
F107	イギリスから行くところがなくって途方に暮れちゃって。
F023	すっかり台湾に行く気だったんだよね。
F107	そいで電話で、結局そのあとに彼とコンタクトが取れて、あのー、まあ台湾に来てあなたが働きたいなら力になるけど、ノー・ロマンスとか言われたって。
F107	＜笑い＞
F107	言われたとか言ってさー。
F023	そう。
F023	ヒー・イズ・ソー・オネストとか。
F023	＜笑い＞
F107	うん。
F107	ほいでそう、ほいでなんか、もう今、振り返ると。
F128	最悪だよね。
F128	＜笑い＞
F107	今、振り返ると私はなんてばかなことをしちゃったんだろうって。
F107	＜笑い＞
F023	アイ・アム・ソー・スチューピッド。
F107	メイビー・アイ・ワズ、アイ・ワズ・ロンリーとか言って、＜笑い＞＊あたった＊とか言ってて、ねえ、言ってたよね。
F128	まちがいないね。
F023	オー・スチューピッド。
F023	自分でオー・スチューピッド、スチューピッド。
F023	＜笑い＞＊＊＊。
F107	とか言っちゃってよー。
F023	オー・スチューピッド。
F107	ほいで何かそうやって言っとって結局もうやることがなくってどうしようとかって思ってたら、そうしたらなんか、あのー、その英語の先生の口を、あの、彼が紹介してくれたのかな。
F107	あれって。
F023	じゃないかなーと思うんだけど、なんか。
F107	だったのかな。
F107	なんか学校時代の友人にすごく久しぶりに会って、その彼がなんか、あのー、に会ったら、あっ違うわ。
F107	あのー、まあどこにも行くところがない。
F107	かといってヨークにも戻りたくない。
F107	ヨークには昔の彼があの、いて、あの、違う女の人といるから戻りたくない。
F107	で、どうしたらいいっていうときに、その彼がいて、よかったらうちにちょっと、ねえ、とま、フリーで、フリーでステイさしてあげるからとか言われて、で、そこでアパートでフリーでステイさしてもらって、で、なんかちょっとしたコース、勉強をして、学校、先生の勉強をして、ほいで出てきたら、出てきて、で、もう、なんかその彼との生活が居心地がよくなっちゃって、（ほう、ほう、ほう、ほう）あの、別にその彼とはまだ彼じゃないのよ。
F107	まだそういうふうじゃないんだけど。
F023	ジャスト・ア・グッド・フレンズ。
F128	ジャスト・ア・グッド・フレンドなんだね。
F128	（うん）
F107	だけど、まああのー、なに彼の住んでるところも広いし、だからそこを私もお金を出すからということでシェアをすることに、（ほう、ほう、ほう、ほう、ほう）同じうちをシェアすることにして、（シェアで、うん、うん、うん、うん）で、何か今の仕事も見つけてーとかで、今は日本人の子たちを受け入れて、半年ぐらいトレーニング、こうなんか教えてて、そのあとにインターンシップっていって、（はい、はい、はい、はい、はい、はい、はい）どっかで働かされるんだわね。
F107	だもんで、どういうところで働きたいかって一応希望は聞いてくれるみたいじゃんね。
F107	（ふーん）
